@id,socrata:rowID{Literal},rdf:type{URIRef},rdfs:member{URIRef},ds:conf_cases{Literal},ds:conf_death{Literal},ds:consent_cases{Literal},ds:consent_deaths{Literal},ds:created_at{Literal},ds:new_case{Literal},ds:new_death{Literal},ds:pnew_case{Literal},ds:pnew_death{Literal},ds:prob_cases{Literal},ds:prob_death{Literal},ds:state{Literal},ds:submission_date{Literal},ds:tot_cases{Literal},ds:tot_death{Literal}
https://data.cdc.gov/resource/_9mfq-cb36/row-cwwv~biec.uwbs,row-cwwv~biec.uwbs,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,6857.0,,Agree,,2020-05-18T16:01:54,210.0,16.0,15,15,15,,NV,2020-05-17T00:00:00,6872,365
https://data.cdc.gov/resource/_9mfq-cb36/row-d3iq.r9vd~p3fw,row-d3iq.r9vd~p3fw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,N/A,N/A,2020-12-28T00:00:00,1006.0,0.0,67,0,,,WA,2020-12-26T00:00:00,236673,3184
https://data.cdc.gov/resource/_9mfq-cb36/row-d4ww~hhsn_zudd,row-d4ww~hhsn_zudd,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2021-06-19T00:00:00,211.0,0.0,0,0,,,NV,2021-06-19T00:00:00,329086,5649
https://data.cdc.gov/resource/_9mfq-cb36/row-d9i2~kzxc_vczj,row-d9i2~kzxc_vczj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,94150.0,,Agree,Not agree,2021-02-19T15:33:51,119.0,0.0,38,0,5003,,ND,2021-02-18T00:00:00,99153,1435
https://data.cdc.gov/resource/_9mfq-cb36/row-daxt-59tk~rhdf,row-daxt-59tk~rhdf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,394439.0,8314.0,Agree,Agree,2021-02-24T00:00:00,1039.0,21.0,299,8,114372,2111,AL,2021-02-22T00:00:00,508811,10425
https://data.cdc.gov/resource/_9mfq-cb36/row-dexc-uzb5~5eid,row-dexc-uzb5~5eid,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,1376441.0,22633.0,Agree,Agree,2021-05-25T14:17:06,933.0,10.0,0,0,0,2378,IL,2021-05-24T00:00:00,1376441,25011
https://data.cdc.gov/resource/_9mfq-cb36/row-dhip.7ge7~ye38,row-dhip.7ge7~ye38,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2020-04-12T16:22:39,0.0,0.0,,,,,VI,2020-04-13T00:00:00,51,1
https://data.cdc.gov/resource/_9mfq-cb36/row-dpdq~pcbf.rspm,row-dpdq~pcbf.rspm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,13434.0,Not agree,Agree,2021-06-20T00:00:00,213.0,8.0,0,0,,433,IN,2021-06-20T00:00:00,751455,13867
https://data.cdc.gov/resource/_9mfq-cb36/row-dq5r~yeza~b3sn,row-dq5r~yeza~b3sn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,N/A,N/A,2021-09-30T14:57:48,2699.0,63.0,725,0,,,WA,2021-09-29T00:00:00,654710,7654
https://data.cdc.gov/resource/_9mfq-cb36/row-dzt4~hidx~p2ms,row-dzt4~hidx~p2ms,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Agree,,2020-04-07T16:22:39,231.0,9.0,,,,,NV,2020-04-08T00:00:00,2318,80
https://data.cdc.gov/resource/_9mfq-cb36/row-eexx~g4mq~akz3,row-eexx~g4mq~akz3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,N/A,N/A,2021-06-02T13:20:48,239.0,11.0,0,0,,,WA,2020-04-26T00:00:00,13515,749
https://data.cdc.gov/resource/_9mfq-cb36/row-egnn.kphz~j8vv,row-egnn.kphz~j8vv,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,866700.0,18237.0,Agree,Agree,2021-05-05T00:00:00,2531.0,65.0,368,2,99842,1175,MI,2021-05-04T00:00:00,966542,19412
https://data.cdc.gov/resource/_9mfq-cb36/row-ehyp_rp2m~vg2r,row-ehyp_rp2m~vg2r,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,148007.0,3578.0,Agree,Agree,2020-10-10T00:00:00,1064.0,17.0,195,4,23741,565,AL,2020-10-08T00:00:00,171748,4143
https://data.cdc.gov/resource/_9mfq-cb36/row-ejd2.mj2f~aecf,row-ejd2.mj2f~aecf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2020-05-04T22:49:24,0.0,0.0,0,0,,,VI,2020-05-03T00:00:00,66,4
https://data.cdc.gov/resource/_9mfq-cb36/row-erne-842i~y74i,row-erne-842i~y74i,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,10467.0,,Agree,Not agree,2020-08-26T13:51:40,238.0,0.0,0,0,0,,ND,2020-08-25T00:00:00,10467,138
https://data.cdc.gov/resource/_9mfq-cb36/row-f5uj_42ha~z7wi,row-f5uj_42ha~z7wi,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-05-21T14:08:46,621.0,9.0,190,0,,,MO,2021-05-20T00:00:00,595459,9005
https://data.cdc.gov/resource/_9mfq-cb36/row-fbhi-vwcy~qq7x,row-fbhi-vwcy~qq7x,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,358491.0,7086.0,Agree,Agree,2021-10-13T14:39:10,372.0,0.0,23,0,36990,1581,CT,2021-10-12T00:00:00,395481,8667
https://data.cdc.gov/resource/_9mfq-cb36/row-fcw6~ibtr-avi5,row-fcw6~ibtr-avi5,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-08-12T13:50:14,15.0,0.0,0,0,,,GU,2020-08-11T00:00:00,449,5
https://data.cdc.gov/resource/_9mfq-cb36/row-fdhz-zp6z~6h9m,row-fdhz-zp6z~6h9m,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,841688.0,14176.0,Agree,Agree,2020-12-13T14:31:19,8737.0,165.0,0,39,0,1056,IL,2020-12-12T00:00:00,841688,15232
https://data.cdc.gov/resource/_9mfq-cb36/row-fffg-7gtp~4sin,row-fffg-7gtp~4sin,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,305652.0,,Agree,,2021-04-07T14:25:43,295.0,22.0,0,0,0,,NV,2021-04-06T00:00:00,305652,5297
https://data.cdc.gov/resource/_9mfq-cb36/row-fhbq.bt2s~642u,row-fhbq.bt2s~642u,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,179803.0,4795.0,Agree,Agree,2021-02-13T00:00:00,611.0,12.0,341,6,107462,2055,MS,2021-02-11T00:00:00,287265,6850
https://data.cdc.gov/resource/_9mfq-cb36/row-fkte-k5nf~yi4n,row-fkte-k5nf~yi4n,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-07-09T00:00:00,2.0,0.0,0,0,,,VT,2020-07-07T00:00:00,1146,55
https://data.cdc.gov/resource/_9mfq-cb36/row-fqy6-eppy~4as4,row-fqy6-eppy~4as4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-11-18T00:00:00,2185.0,18.0,0,0,,,NE,2020-11-16T00:00:00,101378,797
https://data.cdc.gov/resource/_9mfq-cb36/row-fugz.r82u~4bad,row-fugz.r82u~4bad,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-12-02T00:00:00,6712.0,56.0,1013,0,,,MO,2020-11-30T00:00:00,338119,5104
https://data.cdc.gov/resource/_9mfq-cb36/row-fxa7~vz9r_p44x,row-fxa7~vz9r_p44x,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,47158.0,520.0,Agree,Agree,2020-11-16T18:40:02,1272.0,6.0,0,0,0,0,MT,2020-11-15T00:00:00,47158,520
https://data.cdc.gov/resource/_9mfq-cb36/row-fyvs~x7x2.v3tz,row-fyvs~x7x2.v3tz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,9464.0,N/A,Agree,2021-06-12T14:13:34,86.0,6.0,0,1,,219,MD,2021-06-11T00:00:00,461183,9683
https://data.cdc.gov/resource/_9mfq-cb36/row-fz5z~zrhm.zrpb,row-fz5z~zrhm.zrpb,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,260.0,,Agree,Agree,2020-03-30T00:00:00,47.0,3.0,1,,2,,DE,2020-03-28T00:00:00,262,5
https://data.cdc.gov/resource/_9mfq-cb36/row-g37b~5x75~gzkq,row-g37b~5x75~gzkq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Agree,,2020-03-28T16:22:39,182.0,1.0,,,,,NV,2020-03-29T00:00:00,920,15
https://data.cdc.gov/resource/_9mfq-cb36/row-g3te-g936~akr6,row-g3te-g936~akr6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,360993.0,7155.0,Agree,Agree,2021-01-23T00:00:00,2896.0,88.0,855,26,99986,1731,AL,2021-01-21T00:00:00,460979,8886
https://data.cdc.gov/resource/_9mfq-cb36/row-g85v_binx~ev3d,row-g85v_binx~ev3d,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,59749.0,,Agree,,2020-08-15T14:02:05,1099.0,15.0,0,0,206,,NV,2020-08-14T00:00:00,59955,1073
https://data.cdc.gov/resource/_9mfq-cb36/row-g94k-7pde~bahu,row-g94k-7pde~bahu,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,13291.0,Not agree,Agree,2021-05-31T00:00:00,452.0,16.0,0,0,,429,IN,2021-05-31T00:00:00,744148,13720
https://data.cdc.gov/resource/_9mfq-cb36/row-gitt~ctya~6v92,row-gitt~ctya~6v92,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,234814.0,5741.0,Agree,Agree,2021-01-31T14:48:12,0.0,0.0,0,0,15209,1305,CT,2021-01-30T00:00:00,250023,7046
https://data.cdc.gov/resource/_9mfq-cb36/row-gk9g_84mk~zihp,row-gk9g_84mk~zihp,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,424995.0,,Agree,,2021-10-07T14:06:32,738.0,25.0,69,0,9759,,NV,2021-10-06T00:00:00,434754,7246
https://data.cdc.gov/resource/_9mfq-cb36/row-gksk~b9zc~wiki,row-gksk~b9zc~wiki,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,510.0,256.0,Agree,Agree,2020-02-04T00:00:00,7.0,0.0,0,0,1,0,CA,2020-02-04T00:00:00,511,256
https://data.cdc.gov/resource/_9mfq-cb36/row-gswe~f2pu_gadj,row-gswe~f2pu_gadj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,286118.0,6638.0,Agree,Agree,2021-10-16T13:26:43,256.0,2.0,119,2,211928,3281,MS,2021-10-15T00:00:00,498046,9919
https://data.cdc.gov/resource/_9mfq-cb36/row-h7de_rvr2~m2y3,row-h7de_rvr2~m2y3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-11-20T00:00:00,53.0,1.0,3,0,,,VT,2020-11-18T00:00:00,3053,60
https://data.cdc.gov/resource/_9mfq-cb36/row-hdt4~3rrs~idsd,row-hdt4~3rrs~idsd,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-06-18T00:00:00,458.0,9.0,5,0,,,MO,2020-06-16T00:00:00,18244,1013
https://data.cdc.gov/resource/_9mfq-cb36/row-hgsy~u34m-5tip,row-hgsy~u34m-5tip,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,86072.0,1910.0,Agree,Agree,2020-07-28T00:00:00,792.0,43.0,132,5,6268,189,AL,2020-07-26T00:00:00,92340,2099
https://data.cdc.gov/resource/_9mfq-cb36/row-hn3u~tjd6-36m9,row-hn3u~tjd6-36m9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-06-27T17:51:58,0.0,0.0,0,0,,,NH,2020-06-26T00:00:00,5638,357
https://data.cdc.gov/resource/_9mfq-cb36/row-hpxr_z4zs~xjyq,row-hpxr_z4zs~xjyq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,48887.0,3569.0,Agree,Agree,2020-08-16T14:57:14,0.0,0.0,0,0,2010,884,CT,2020-08-15T00:00:00,50897,4453
https://data.cdc.gov/resource/_9mfq-cb36/row-iebq~yrec_2kv2,row-iebq~yrec_2kv2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-06-24T00:00:00,176.0,5.0,0,0,,,NE,2020-06-22T00:00:00,17858,249
https://data.cdc.gov/resource/_9mfq-cb36/row-igdi.vhdz~fvtj,row-igdi.vhdz~fvtj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,54223.0,1285.0,Agree,Agree,2020-06-19T00:00:00,1768.0,16.0,3,0,34,0,NC,2020-06-19T00:00:00,54257,1285
https://data.cdc.gov/resource/_9mfq-cb36/row-ipvw~abri_5zjm,row-ipvw~abri_5zjm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,162449.0,4686.0,Agree,Agree,2020-12-27T14:44:47,0.0,0.0,0,0,10294,1105,CT,2020-12-26T00:00:00,172743,5791
https://data.cdc.gov/resource/_9mfq-cb36/row-ivfe~rpn7~3wgk,row-ivfe~rpn7~3wgk,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2021-02-20T14:45:37,17.0,0.0,0,0,,,VI,2021-02-19T00:00:00,2575,25
https://data.cdc.gov/resource/_9mfq-cb36/row-j2uw~vwmq~p9ai,row-j2uw~vwmq~p9ai,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,9466.0,N/A,Agree,2021-06-13T13:40:53,82.0,3.0,0,1,,220,MD,2021-06-12T00:00:00,461265,9686
https://data.cdc.gov/resource/_9mfq-cb36/row-jina-nb4c~m2xg,row-jina-nb4c~m2xg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,136811.0,3359.0,Agree,Agree,2020-09-24T00:00:00,908.0,17.0,153,5,20837,501,AL,2020-09-22T00:00:00,157648,3860
https://data.cdc.gov/resource/_9mfq-cb36/row-jkxc~x85v~myvd,row-jkxc~x85v~myvd,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-05-16T00:00:00,186.0,14.0,0,0,,,MO,2020-05-14T00:00:00,11020,711
https://data.cdc.gov/resource/_9mfq-cb36/row-jmk8_9yj2~tuic,row-jmk8_9yj2~tuic,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,212906.0,5379.0,Agree,Agree,2021-08-04T00:00:00,1574.0,17.0,758,5,137164,2412,MS,2021-08-02T00:00:00,350070,7791
https://data.cdc.gov/resource/_9mfq-cb36/row-jpmj~2uff.kv4q,row-jpmj~2uff.kv4q,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,95029.0,,Agree,Not agree,2021-03-10T14:58:31,101.0,3.0,69,0,5586,,ND,2021-03-09T00:00:00,100615,1452
https://data.cdc.gov/resource/_9mfq-cb36/row-k7k6_4n37~hy6i,row-k7k6_4n37~hy6i,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,622867.0,7443.0,Agree,Agree,2021-08-03T14:29:23,697.0,3.0,56,1,66418,852,WI,2021-08-02T00:00:00,689285,8295
https://data.cdc.gov/resource/_9mfq-cb36/row-khdh-yiht~mb4x,row-khdh-yiht~mb4x,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,280937.0,6462.0,Agree,Agree,2021-03-26T14:14:54,1488.0,10.0,102,3,22573,1400,CT,2021-03-25T00:00:00,303510,7862
https://data.cdc.gov/resource/_9mfq-cb36/row-kqzf.nxjd~ujv4,row-kqzf.nxjd~ujv4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,854297.0,11830.0,Agree,Agree,2021-06-05T00:00:00,482.0,6.0,127,3,148148,1588,NC,2021-06-05T00:00:00,1002445,13418
https://data.cdc.gov/resource/_9mfq-cb36/row-ks6x~w9rh_d269,row-ks6x~w9rh_d269,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,381766.0,,Agree,,2021-08-24T14:24:26,1022.0,10.0,0,0,0,,NV,2021-08-23T00:00:00,381766,6306
https://data.cdc.gov/resource/_9mfq-cb36/row-ktc3~cyqj-yy3n,row-ktc3~cyqj-yy3n,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,364115.0,7753.0,Agree,Agree,2020-07-08T00:00:00,11804.0,118.0,36,0,656,0,CA,2020-07-08T00:00:00,364771,7753
https://data.cdc.gov/resource/_9mfq-cb36/row-ktw3~f9b4_wp5m,row-ktw3~f9b4_wp5m,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,45308.0,3476.0,Agree,Agree,2020-07-11T18:25:05,78.0,0.0,-6,0,1979,872,CT,2020-07-10T00:00:00,47287,4348
https://data.cdc.gov/resource/_9mfq-cb36/row-ku23~xd46.idp3,row-ku23~xd46.idp3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-05-15T00:00:00,463.0,2.0,113,0,,,MO,2021-05-13T00:00:00,592512,8993
https://data.cdc.gov/resource/_9mfq-cb36/row-m96h~aswb_sr7h,row-m96h~aswb_sr7h,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-03-26T16:22:39,0.0,0.0,,,,,VT,2020-02-02T00:00:00,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-mbcp~32vy~tdnu,row-mbcp~32vy~tdnu,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,80410.0,,Agree,,2020-10-02T13:40:08,430.0,3.0,0,0,105,,NV,2020-10-01T00:00:00,80515,1645
https://data.cdc.gov/resource/_9mfq-cb36/row-mbpg~sgqz-62sg,row-mbpg~sgqz-62sg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2020-05-08T21:26:08,2.0,0.0,0,0,,,VI,2020-05-07T00:00:00,68,4
https://data.cdc.gov/resource/_9mfq-cb36/row-mfg7~gk9n.dmsn,row-mfg7~gk9n.dmsn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,1499.0,3.0,Agree,Agree,2020-03-25T00:00:00,215.0,1.0,3,0,56,2,AL,2020-03-23T00:00:00,1555,5
https://data.cdc.gov/resource/_9mfq-cb36/row-mgh9~vq7y_imgg,row-mgh9~vq7y_imgg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,785281.0,11181.0,Agree,Agree,2021-03-27T00:00:00,1756.0,12.0,491,2,124557,1467,NC,2021-03-27T00:00:00,909838,12648
https://data.cdc.gov/resource/_9mfq-cb36/row-mjc3~4i7k_8pbr,row-mjc3~4i7k_8pbr,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Agree,Not agree,2020-03-26T16:22:39,5.0,0.0,,,,,ND,2020-03-24T00:00:00,37,0
https://data.cdc.gov/resource/_9mfq-cb36/row-mk52~6a2s_9g27,row-mk52~6a2s_9g27,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,406513.0,8702.0,Agree,Agree,2021-03-31T00:00:00,467.0,9.0,149,2,119524,2223,AL,2021-03-29T00:00:00,526037,10925
https://data.cdc.gov/resource/_9mfq-cb36/row-mk93_kjgn~v68m,row-mk93_kjgn~v68m,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,3456.0,N/A,Agree,2020-07-31T00:00:00,892.0,11.0,0,0,,140,MD,2020-07-29T00:00:00,87177,3596
https://data.cdc.gov/resource/_9mfq-cb36/row-mq39.6st7~vwbh,row-mq39.6st7~vwbh,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,10.0,,Agree,Agree,2020-03-18T00:00:00,1.0,0.0,0,,0,,DE,2020-03-16T00:00:00,10,0
https://data.cdc.gov/resource/_9mfq-cb36/row-msp3~qkbr-gscy,row-msp3~qkbr-gscy,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,577195.0,6622.0,Agree,Agree,2021-04-01T14:13:30,727.0,23.0,164,13,58846,693,WI,2021-03-31T00:00:00,636041,7315
https://data.cdc.gov/resource/_9mfq-cb36/row-mupq~cs5m_dvtn,row-mupq~cs5m_dvtn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,127411.0,1838.0,Agree,Agree,2021-10-15T13:51:07,494.0,0.0,73,0,11527,167,DE,2021-10-14T00:00:00,138938,2005
https://data.cdc.gov/resource/_9mfq-cb36/row-mvm5~5ztn~4s65,row-mvm5~5ztn~4s65,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,0.0,N/A,Agree,2020-03-06T00:00:00,0.0,0.0,,0,,0,MD,2020-03-04T00:00:00,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-n4my~aytk_5hbx,row-n4my~aytk_5hbx,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,92844.0,2970.0,Agree,Agree,2020-10-03T00:00:00,657.0,12.0,209,3,9312,292,MS,2020-10-01T00:00:00,102156,3262
https://data.cdc.gov/resource/_9mfq-cb36/row-n9u7~q8zs-a9dq,row-n9u7~q8zs-a9dq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,3261.0,79.0,Agree,Agree,2020-04-23T00:00:00,278.0,17.0,5,10,47,10,DE,2020-04-21T00:00:00,3308,89
https://data.cdc.gov/resource/_9mfq-cb36/row-ncuf.64p6~jtyr,row-ncuf.64p6~jtyr,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,36874.0,,Agree,Not agree,2020-10-24T13:26:44,935.0,8.0,0,0,0,,ND,2020-10-23T00:00:00,36874,448
https://data.cdc.gov/resource/_9mfq-cb36/row-nfuq_mbhp~68xy,row-nfuq_mbhp~68xy,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,3564163.0,61085.0,Agree,Agree,2021-03-19T00:00:00,2827.0,80.0,206,0,140841,0,CA,2021-03-19T00:00:00,3705004,61085
https://data.cdc.gov/resource/_9mfq-cb36/row-niqw.qd4h~nubw,row-niqw.qd4h~nubw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,78355.0,,Agree,,2020-09-27T13:39:49,602.0,9.0,0,0,102,,NV,2020-09-26T00:00:00,78457,1624
https://data.cdc.gov/resource/_9mfq-cb36/row-nztq-guu5~dzsz,row-nztq-guu5~dzsz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,1378388.0,22676.0,Agree,Agree,2021-05-27T13:41:41,1139.0,28.0,0,2,0,2381,IL,2021-05-26T00:00:00,1378388,25057
https://data.cdc.gov/resource/_9mfq-cb36/row-p3ax~mzne.zgw8,row-p3ax~mzne.zgw8,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,101477.0,1058.0,Agree,Agree,2020-12-14T14:36:45,547.0,6.0,36,1,19702,117,ID,2020-12-13T00:00:00,121179,1175
https://data.cdc.gov/resource/_9mfq-cb36/row-p9ic.jn8h~k7ey,row-p9ic.jn8h~k7ey,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,63376.0,3674.0,Agree,Agree,2020-10-25T13:45:35,0.0,0.0,0,0,2676,903,CT,2020-10-24T00:00:00,66052,4577
