@id,socrata:rowID{Literal},rdf:type{URIRef},rdfs:member{URIRef},ds:consent_cases{Literal},ds:consent_deaths{Literal},ds:created_at{Literal},ds:new_case{Literal},ds:new_death{Literal},ds:state{Literal},ds:submission_date{Literal},ds:tot_cases{Literal},ds:tot_death{Literal},ds:conf_cases{Literal},ds:conf_death{Literal},ds:pnew_case{Literal},ds:pnew_death{Literal},ds:prob_cases{Literal},ds:prob_death{Literal}
ds:row-zgke-bwye.3499,row-zgke-bwye.3499,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-08T14:12:08,122.0,0.0,MT,2020-07-07T00:00:00,1371,23,1371.0,23.0,0,0,0,0
ds:row-zm3g-nmn8_27t4,row-zm3g-nmn8_27t4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-04-15T00:00:00,217.0,13.0,MS,2020-04-13T00:00:00,4363,311,4338.0,310.0,0,0,25,1
ds:row-zpbh_bz5y_83bf,row-zpbh_bz5y_83bf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-03T00:00:00,1739.0,18.0,AL,2020-07-01T00:00:00,47608,1362,46412.0,1258.0,129,0,1196,104
ds:row-zqjx-hs7b.zd9r,row-zqjx-hs7b.zd9r,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-05-29T00:00:00,76.0,1.0,DE,2020-05-27T00:00:00,9316,345,8437.0,322.0,1,0,879,23
ds:row-zu3m_4wk4-87i3,row-zu3m_4wk4-87i3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-03-26T00:00:00,189.0,13.0,WA,2020-03-24T00:00:00,2322,123,,,0,,,
ds:row-zvkc_rndn_qvhh,row-zvkc_rndn_qvhh,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-09T15:14:15,980.0,36.0,IL,2020-07-08T00:00:00,150554,7309,149432.0,7099.0,0,0,1122,210
ds:row-zy5j.kkhb.7hbx,row-zy5j.kkhb.7hbx,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-06-17T14:38:09,724.0,3.0,MO,2021-06-16T00:00:00,608446,9227,,,242,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-2eks~yq5x~5ivz,row-2eks~yq5x~5ivz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-09-14T14:22:50,3052.0,42.0,IL,2021-09-13T00:00:00,1573538,26969,1573538.0,24367.0,0,6,0,2602
https://data.cdc.gov/resource/_9mfq-cb36/row-2r3u~7caj~9yvs,row-2r3u~7caj~9yvs,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2020-04-11T16:22:39,136.0,2.0,NV,2020-04-12T00:00:00,2836,114,,,,,,
https://data.cdc.gov/resource/_9mfq-cb36/row-2rmc.kc8d~eab3,row-2rmc.kc8d~eab3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-03T13:39:53,459.0,3.0,MT,2020-10-02T00:00:00,14283,186,14283.0,186.0,0,0,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-2wpa_fajx~n8r5,row-2wpa_fajx~n8r5,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-16T00:00:00,84.0,1.0,DE,2020-09-14T00:00:00,19163,618,18187.0,545.0,0,1,976,73
https://data.cdc.gov/resource/_9mfq-cb36/row-2z47~rjir.p8kv,row-2z47~rjir.p8kv,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-02-13T00:00:00,1007.0,19.0,MO,2021-02-11T00:00:00,540239,8330,,,270,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-3dz8.8x24~dz69,row-3dz8.8x24~dz69,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2020-11-08T00:00:00,1410.0,13.0,MD,2020-11-06T00:00:00,152915,4353,,4191.0,0,2,,162
https://data.cdc.gov/resource/_9mfq-cb36/row-3kwn_a46j~2at8,row-3kwn_a46j~2at8,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-30T15:27:33,48.0,0.0,MT,2020-06-29T00:00:00,967,22,967.0,22.0,0,0,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-3xs4~tz9v~224f,row-3xs4~tz9v~224f,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-27T14:53:24,1564.0,65.0,WI,2021-01-26T00:00:00,584041,6264,535218.0,5753.0,263,11,48823,511
https://data.cdc.gov/resource/_9mfq-cb36/row-44wp~vn72_e9jc,row-44wp~vn72_e9jc,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-02-09T00:00:00,130.0,1.0,VT,2021-02-07T00:00:00,11935,185,,,7,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-4azt.452k~bmda,row-4azt.452k~bmda,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-08-14T00:00:00,15417.0,77.0,CA,2021-08-14T00:00:00,4243875,65123,4068599.0,65123.0,902,0,175276,0
https://data.cdc.gov/resource/_9mfq-cb36/row-4bhv~i47m-zbxk,row-4bhv~i47m-zbxk,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2020-11-23T15:04:35,714.0,6.0,ND,2020-11-22T00:00:00,73397,846,73397.0,,0,0,0,
https://data.cdc.gov/resource/_9mfq-cb36/row-4dgw~6qs3~9d5i,row-4dgw~6qs3~9d5i,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2020-05-18T00:00:00,477.0,43.0,IN,2020-05-18T00:00:00,28255,1979,,1814.0,0,2,,165
https://data.cdc.gov/resource/_9mfq-cb36/row-4evx~rc92-hqh3,row-4evx~rc92-hqh3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-03-07T00:00:00,0.0,0.0,NE,2020-03-05T00:00:00,0,0,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-4ff5-mbci~e958,row-4ff5-mbci~e958,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-04-16T00:00:00,377.0,23.0,NC,2020-04-16T00:00:00,6209,181,6203.0,181.0,1,0,6,0
https://data.cdc.gov/resource/_9mfq-cb36/row-4hfx~ertg_8p2z,row-4hfx~ertg_8p2z,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-27T14:16:42,965.0,1.0,WI,2020-07-26T00:00:00,52680,899,48827.0,892.0,8,0,3853,7
https://data.cdc.gov/resource/_9mfq-cb36/row-4hyv-5dfu~rbbp,row-4hyv-5dfu~rbbp,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-05-27T13:41:41,192.0,1.0,ID,2021-05-26T00:00:00,191738,2088,153449.0,1820.0,42,0,38289,268
https://data.cdc.gov/resource/_9mfq-cb36/row-4p9x.dyvq~h4cz,row-4p9x.dyvq~h4cz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-28T14:42:49,439.0,1.0,ME,2020-12-27T00:00:00,22320,326,19129.0,321.0,80,0,3191,5
https://data.cdc.gov/resource/_9mfq-cb36/row-4twt~t754~hje4,row-4twt~t754~hje4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-04-13T00:00:00,146.0,11.0,MS,2020-04-11T00:00:00,4006,283,3981.0,282.0,1,0,25,1
https://data.cdc.gov/resource/_9mfq-cb36/row-52gf-jg2w~i466,row-52gf-jg2w~i466,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-25T00:00:00,4710.0,53.0,CA,2020-10-25T00:00:00,932391,18196,923701.0,18196.0,166,0,8690,0
https://data.cdc.gov/resource/_9mfq-cb36/row-57ui~7gp5_qpih,row-57ui~7gp5_qpih,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-14T15:13:07,2.0,1.0,MT,2020-07-13T00:00:00,1843,32,1843.0,32.0,0,0,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-584u_epkz~s2ix,row-584u_epkz~s2ix,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-03-15T00:00:00,37.0,2.0,MS,2020-03-13T00:00:00,194,15,188.0,14.0,1,0,6,1
https://data.cdc.gov/resource/_9mfq-cb36/row-5w7e~9yy7-vsyb,row-5w7e~9yy7-vsyb,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-09-15T00:00:00,663.0,19.0,MO,2020-09-13T00:00:00,108944,2132,,,18,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-6iy5.jprc~6cch,row-6iy5.jprc~6cch,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-08-02T00:00:00,934.0,13.0,IN,2021-08-02T00:00:00,774097,14090,,13648.0,0,0,,442
https://data.cdc.gov/resource/_9mfq-cb36/row-6upv_v2ha~jbwz,row-6upv_v2ha~jbwz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-02T13:40:08,2166.0,24.0,IL,2020-10-01T00:00:00,297929,8940,295440.0,8696.0,0,0,2489,244
https://data.cdc.gov/resource/_9mfq-cb36/row-6uu2-jax6~jg37,row-6uu2-jax6~jg37,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-03-26T16:22:39,0.0,0.0,MO,2020-02-24T00:00:00,0,0,,,,,,
https://data.cdc.gov/resource/_9mfq-cb36/row-6wjc-k3c5~2haf,row-6wjc-k3c5~2haf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-05-25T15:38:40,67.0,7.0,NH,2020-04-25T00:00:00,1787,60,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-6xtj_2ebe~3bv4,row-6xtj_2ebe~3bv4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-07-26T13:16:36,1297.0,4.0,IL,2021-07-24T00:00:00,1409226,25871,1409226.0,23403.0,0,2,0,2468
https://data.cdc.gov/resource/_9mfq-cb36/row-6xzk~vij5.t4i3,row-6xzk~vij5.t4i3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-01T15:26:07,468.0,23.0,ME,2020-11-30T00:00:00,11976,214,10675.0,213.0,108,0,1301,1
https://data.cdc.gov/resource/_9mfq-cb36/row-7bnh.abf3~4vmq,row-7bnh.abf3~4vmq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2020-03-26T16:22:39,0.0,0.0,NV,2020-01-27T00:00:00,0,0,,,,,,
https://data.cdc.gov/resource/_9mfq-cb36/row-7dkc~kkd3_yqpt,row-7dkc~kkd3_yqpt,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2020-10-28T00:00:00,2548.0,36.0,IN,2020-10-28T00:00:00,169112,4640,,4392.0,0,1,,248
https://data.cdc.gov/resource/_9mfq-cb36/row-7n6h~7xve_jm3f,row-7n6h~7xve_jm3f,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-03-26T16:22:39,20.0,0.0,ID,2020-03-24T00:00:00,71,0,,,,,,
https://data.cdc.gov/resource/_9mfq-cb36/row-7qtr~utzs~zevv,row-7qtr~utzs~zevv,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-10T13:30:17,662.0,3.0,ID,2020-10-09T00:00:00,47088,506,42260.0,464.0,142,1,4828,42
https://data.cdc.gov/resource/_9mfq-cb36/row-7uaa~4eke-dnya,row-7uaa~4eke-dnya,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-07-04T00:00:00,158.0,4.0,MS,2021-07-02T00:00:00,322654,7494,197310.0,5164.0,65,1,125344,2330
https://data.cdc.gov/resource/_9mfq-cb36/row-7zeq~dyyj-7chs,row-7zeq~dyyj-7chs,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-06-12T14:17:59,-1.0,0.0,GU,2020-06-11T00:00:00,182,5,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-8cp2~a35y.4thy,row-8cp2~a35y.4thy,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-13T14:12:28,1645.0,15.0,IL,2020-08-12T00:00:00,199893,7881,198593.0,7672.0,0,0,1300,209
https://data.cdc.gov/resource/_9mfq-cb36/row-8dtv-e69a~wie3,row-8dtv-e69a~wie3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-08-11T00:00:00,606.0,0.0,WA,2020-08-09T00:00:00,63200,1688,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-8tmr~rji4.n24c,row-8tmr~rji4.n24c,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-29T00:00:00,1396.0,25.0,AL,2020-08-27T00:00:00,133441,3263,118556.0,2867.0,462,7,14885,396
https://data.cdc.gov/resource/_9mfq-cb36/row-8x6j.nurv~nard,row-8x6j.nurv~nard,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-17T00:00:00,3938.0,101.0,NC,2021-01-17T00:00:00,706258,9596,626417.0,8670.0,650,22,79841,926
https://data.cdc.gov/resource/_9mfq-cb36/row-9784~qb2f_tpjn,row-9784~qb2f_tpjn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-03-26T16:22:39,0.0,0.0,MO,2020-02-05T00:00:00,0,0,,,,,,
https://data.cdc.gov/resource/_9mfq-cb36/row-9dyp.y2sz~8zp6,row-9dyp.y2sz~8zp6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-05-11T21:26:08,280.0,2.0,WI,2020-05-10T00:00:00,10219,400,10219.0,400.0,0,0,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-9hne~ed4y-wfyt,row-9hne~ed4y-wfyt,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-10-09T00:00:00,1573.0,14.0,IN,2021-10-09T00:00:00,984017,16095,,15572.0,0,2,,523
https://data.cdc.gov/resource/_9mfq-cb36/row-9mzv~vyxw_9igb,row-9mzv~vyxw_9igb,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-14T14:01:21,1462.0,14.0,IL,2020-09-13T00:00:00,263466,8541,261371.0,8309.0,0,0,2095,232
https://data.cdc.gov/resource/_9mfq-cb36/row-9qxs_7qpr~j5q6,row-9qxs_7qpr~j5q6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2020-06-18T00:00:00,560.0,14.0,MD,2020-06-16T00:00:00,62969,3102,,2972.0,0,1,,130
https://data.cdc.gov/resource/_9mfq-cb36/row-9vgt~8kkj~9gd3,row-9vgt~8kkj~9gd3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-12T14:17:59,114.0,26.0,CT,2020-06-11T00:00:00,44461,4146,42557.0,3308.0,5,1,1904,838
https://data.cdc.gov/resource/_9mfq-cb36/row-a3jh~vgpk~264v,row-a3jh~vgpk~264v,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-11-27T00:00:00,1433.0,27.0,MS,2020-11-25T00:00:00,150623,4246,121409.0,3603.0,755,10,29214,643
https://data.cdc.gov/resource/_9mfq-cb36/row-a424~zmm7.943x,row-a424~zmm7.943x,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-02-05T00:00:00,4238.0,68.0,NC,2021-02-05T00:00:00,803517,11277,704491.0,10023.0,898,7,99026,1254
https://data.cdc.gov/resource/_9mfq-cb36/row-a5cn-pzwb~iptt,row-a5cn-pzwb~iptt,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-11T00:00:00,712.0,16.0,AL,2020-06-09T00:00:00,26342,1007,25889.0,938.0,21,3,453,69
https://data.cdc.gov/resource/_9mfq-cb36/row-a698~fdvy_bier,row-a698~fdvy_bier,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-29T00:00:00,764.0,21.0,AL,2020-06-27T00:00:00,41803,1288,40922.0,1190.0,25,3,881,98
https://data.cdc.gov/resource/_9mfq-cb36/row-abk7~fp9z_qffz,row-abk7~fp9z_qffz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-08-07T14:00:45,228.0,0.0,DE,2021-08-06T00:00:00,112298,1833,104274.0,1676.0,26,0,8024,157
https://data.cdc.gov/resource/_9mfq-cb36/row-aedb~d9wk~abty,row-aedb~d9wk~abty,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-03-26T16:22:39,0.0,0.0,GU,2020-03-10T00:00:00,0,0,,,,,,
https://data.cdc.gov/resource/_9mfq-cb36/row-ahfd-uf2d~9tze,row-ahfd-uf2d~9tze,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-04-22T16:22:39,225.0,4.0,WI,2020-04-22T00:00:00,4845,246,4845.0,246.0,0,0,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-av5s_x8pw~qkn8,row-av5s_x8pw~qkn8,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-24T15:03:27,289.0,6.0,WI,2020-06-23T00:00:00,28127,757,25331.0,750.0,26,1,2796,7
https://data.cdc.gov/resource/_9mfq-cb36/row-aym2.q69i~4z3q,row-aym2.q69i~4z3q,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-21T00:00:00,5162.0,55.0,CA,2020-10-21T00:00:00,914087,18017,905958.0,18017.0,150,0,8129,0
https://data.cdc.gov/resource/_9mfq-cb36/row-azi9_tzsi~hdum,row-azi9_tzsi~hdum,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2021-09-09T14:36:12,1446.0,33.0,NV,2021-09-08T00:00:00,399234,6637,399234.0,,0,0,0,
https://data.cdc.gov/resource/_9mfq-cb36/row-b37g~re2u-wzv7,row-b37g~re2u-wzv7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-03-26T00:00:00,1120.0,8.0,IN,2021-03-26T00:00:00,683444,13120,,12708.0,0,0,,412
https://data.cdc.gov/resource/_9mfq-cb36/row-bart~uas9-ustm,row-bart~uas9-ustm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-07T00:00:00,70.0,0.0,DE,2020-08-05T00:00:00,15740,587,14794.0,517.0,0,0,946,70
https://data.cdc.gov/resource/_9mfq-cb36/row-bbyu~j3sk_7gfm,row-bbyu~j3sk_7gfm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-04T00:00:00,3451.0,78.0,AL,2021-01-02T00:00:00,394147,7348,313273.0,6023.0,1010,19,80874,1325
https://data.cdc.gov/resource/_9mfq-cb36/row-bcbe~tsdq~akdm,row-bcbe~tsdq~akdm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-09-08T14:47:00,0.0,0.0,GU,2020-09-07T00:00:00,1619,14,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-bepf~3gax_gwk6,row-bepf~3gax_gwk6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-04-12T00:00:00,1251.0,12.0,NC,2021-04-12T00:00:00,936013,12828,804586.0,11335.0,394,0,131427,1493
https://data.cdc.gov/resource/_9mfq-cb36/row-bkgm~fm9z~j2uq,row-bkgm~fm9z~j2uq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2020-10-18T00:00:00,798.0,7.0,MD,2020-10-16T00:00:00,135127,4169,,4012.0,0,0,,157
https://data.cdc.gov/resource/_9mfq-cb36/row-c3jr~5zmh_5d5g,row-c3jr~5zmh_5d5g,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-11-26T14:44:21,0.0,0.0,ME,2020-11-25T00:00:00,11027,190,9916.0,189.0,0,0,1111,1
https://data.cdc.gov/resource/_9mfq-cb36/row-c4qg~dr6n_qngs,row-c4qg~dr6n_qngs,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-10-05T13:39:21,431.0,2.0,NH,2021-10-04T00:00:00,122054,1485,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-c4tv~6pgt~xtuz,row-c4tv~6pgt~xtuz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2021-02-15T00:00:00,847.0,26.0,MD,2021-02-13T00:00:00,370983,8020,,7820.0,0,0,,200
https://data.cdc.gov/resource/_9mfq-cb36/row-c8q8_j4xt~qgwg,row-c8q8_j4xt~qgwg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-05-29T00:00:00,262.0,8.0,MO,2020-05-27T00:00:00,13208,858,,,0,0,,
https://data.cdc.gov/resource/_9mfq-cb36/row-cbss-kqka~qr2g,row-cbss-kqka~qr2g,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-08T14:59:49,8691.0,100.0,IL,2020-12-07T00:00:00,796264,14216,796264.0,13343.0,0,12,0,873
https://data.cdc.gov/resource/_9mfq-cb36/row-cefx-i6cx~2nty,row-cefx-i6cx~2nty,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-16T14:10:11,185.0,2.0,WI,2020-06-15T00:00:00,25480,700,22932.0,694.0,11,0,2548,6
https://data.cdc.gov/resource/_9mfq-cb36/row-cfjp.a4zb~3744,row-cfjp.a4zb~3744,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-05-02T00:00:00,1777.0,15.0,CA,2021-05-02T00:00:00,3803329,62735,3654763.0,62735.0,146,0,148566,0
https://data.cdc.gov/resource/_9mfq-cb36/row-cqr9~yt9m~xnna,row-cqr9~yt9m~xnna,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-19T00:00:00,1222.0,25.0,MS,2021-01-17T00:00:00,256535,6316,165906.0,4547.0,640,14,90629,1769
https://data.cdc.gov/resource/_9mfq-cb36/row-ctww_bvzc~pv3m,row-ctww_bvzc~pv3m,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2020-05-19T15:45:23,49.0,14.0,NV,2020-05-18T00:00:00,6921,379,6906.0,,0,0,15,
